FullName,PlayerName,Affiliation,Champions League,League,League Nation,Jersey,Birth Date,Age,Height (meters),Position,Foot,Agent,Agent Yes/No,PlayerSponsor,Nationality,Nation/League,Continent,Games Played,2018/19 Games Played,Market Value (Euros),Accumulated Transfer Sums (Euros),Highest Market Value (Euros),Highest Market Value Date,Years Since Peak,NationalTeamCaps,MostRecentInjury
,Olivier Deschacht,Zulte Waregem,No,Jupiler Pro League,Belgium,#45,2/16/1981,38,1.87,Defender ,left,Eleven Management,Yes,Other,Belgium,Yes,UEFA,0,24,100000,0,3500000,38264,15,20,NA
Francisco Javier Campos Coll,Xisco Campos,RCD Mallorca,No,LaLiga,Spain,#5,3/10/1982,37,1.80,Defender ,right,IMASPORT,Yes,None,Spain,Yes,UEFA,0,19,100000,0,800000,40031,10,0,NA
Bruno Ferreira Ventura de Lins,Bruno,Gil Vicente,No,Liga NOS,Portugal,#1,3/16/1994,25,1.97,Goalkeeper,right,AD SPORTS,Yes,None,Brazil,No,CONMEBOL,0,14,100000,23000,100000,43749,0,0,NA
Breno Pais Teixeira,Breno,Boavista,No,Liga NOS,Portugal,#15,1/1/2000,19,1.79,Defender ,left,NA,No,None,Portugal,Yes,UEFA,0,11,100000,0,100000,,0,0,NA
,Lorenzo Andrenacci,Brescia,No,Serie A,Italy,#12,1/2/1995,24,1.85,Goalkeeper,right,Marco Mignini,Yes,None,Italy,Yes,UEFA,0,7,100000,0,100000,42907,0,0,NA
Vitor Caetano Ferreira,Vitor,Famalicao,No,Liga NOS,Portugal,#25,7/1/1999,20,1.90,Goalkeeper,,WELT SPORTS,Yes,Other,Brazil,No,CONMEBOL,10,4,100000,0,100000,,0,0,NA
Joao Vitor Lopes da Silva,Joao Lopes,Santa Clara,No,Liga NOS,Portugal,#96,1/16/1996,23,1.88,Goalkeeper,both,NA,No,None,Brazil,No,CONMEBOL,1,3,100000,0,100000,43405,0,0,NA
,Ibrahima Cisse,KAA Gent,No,Jupiler Pro League,Belgium,NA,2/15/2001,18,,Defender ,,NA,No,Other,France,No,UEFA,1,3,100000,0,100000,,0,0,NA
Nuno Alberto Macedo Pereira,Nuno Macedo,Moreirense,No,Liga NOS,Portugal,#1,5/29/1999,20,1.84,Goalkeeper,right,NA,No,Other,Portugal,Yes,UEFA,5,3,100000,0,100000,43623,0,0,NA
Luís Marques Almeida Vieira da Silva,Luis Silva,Belenenses SAD,No,Liga NOS,Portugal,#33,2/18/1999,20,1.85,Defender ,left,Proeleven Gestao ...,Yes,Other,Portugal,Yes,UEFA,0,2,100000,0,100000,43405,0,8,NA
,Michael Ratajczak,SC Paderborn,No,Bundesliga,Germany,#1,4/16/1982,37,1.88,Goalkeeper,right,neblung ...,Yes,None,Germany,Yes,UEFA,0,2,100000,0,1000000,40391,9,0,NA
,Michael Brouwer,Heracles Almelo,No,Eredivisie,Netherlands,#16,1/21/1993,26,1.90,Goalkeeper,,NA,No,Other,Netherlands,Yes,UEFA,6,2,100000,0,100000,42893,0,0,NA
,Edgaras Dubickas,Lecce,No,Serie A,Italy,#20,7/9/1998,21,1.82,Forward ,right,NA,No,None,Lithuania,No,UEFA,0,2,100000,0,100000,43637,0,5,NA
,Francesco Rossi,Atalanta,Yes,Serie A,Italy,#31,4/27/1991,28,1.93,Goalkeeper,right,Box to Box,Yes,None,Italy,Yes,UEFA,0,1,100000,0,175000,41332,6,0,NA
Richie Ephraim Musaba,Richie Musaba,Vitesse,No,Eredivisie,Netherlands,#38,12/6/2000,18,,Midfielder ,,TPWE GmbH,Yes,Other,Netherlands,Yes,UEFA,1,1,100000,0,100000,,0,1,NA
,Simon Janssen,VVV-Venlo,No,Eredivisie,Netherlands,#24,9/25/2000,19,1.79,Midfielder ,,Loyalty Sports ...,Yes,Other,Netherlands,Yes,UEFA,2,1,100000,0,100000,43628,0,0,NA
,Victor van den Bogert,Willem II,No,Eredivisie,Netherlands,#27,8/12/1999,20,1.85,Defender ,,Juzzt Football,Yes,Other,Netherlands,Yes,UEFA,0,1,100000,0,100000,43628,0,0,NA
Brady Canfield Scott,Brady Scott,1. FC Koln,No,Bundesliga,Germany,#31,6/30/1999,20,1.87,Goalkeeper,right,PRO FC,Yes,Other,United States,No,CONCACAF,14,0,100000,0,100000,43315,0,0,NA
,Michael Langer,FC Schalke 04,No,Bundesliga,Germany,#34,1/6/1985,34,1.95,Goalkeeper,right,PESM,Yes,None,Austria,No,UEFA,0,0,100000,300000,750000,39603,11,1,NA
,Charles De Ketelaere,Club Brugge,Yes,Jupiler Pro League,Belgium,#90,3/10/2001,18,1.85,Midfielder ,left,AGROUP,Yes,None,Belgium,Yes,UEFA,0,0,100000,0,100000,,0,2,NA
,Jean-Francois Gillet,Standard Liege,No,Jupiler Pro League,Belgium,#1,5/31/1979,40,1.81,Goalkeeper,right,Oscar Damiani,Yes,None,Belgium,Yes,UEFA,0,0,100000,6160000,4500000,40205,9,9,NA
Daniel Cerântula Fuzato,Daniel Fuzato,AS Roma,No,Serie A,Italy,#63,7/4/1997,22,1.90,Goalkeeper,right,SportsMaxi ...,Yes,None,Brazil,No,CONMEBOL,0,0,100000,500000,100000,43454,0,0,"Suspended - Europa Leagueuntil Dec 31, 2019"
,Hakim Ouro-Sama,Belenenses SAD,No,Liga NOS,Portugal,#15,12/28/1997,21,1.85,Defender ,right,Guanabara Esportes ...,Yes,Other,Togo,No,CAF,0,0,100000,0,100000,,0,7,NA
Matheus Alberto Kayser,Matheus Kayser,Boavista,No,Liga NOS,Portugal,NA,12/29/1994,24,1.94,Goalkeeper,left,NA,No,None,Brazil,No,CONMEBOL,0,0,100000,0,100000,,0,0,NA
Rafael Wihby Bracali,Rafael Bracali,Boavista,No,Liga NOS,Portugal,#1,5/5/1981,38,1.85,Goalkeeper,right,Onsoccer,Yes,None,Brazil,No,CONMEBOL,6,0,100000,0,2900000,40360,9,0,NA
Bruno Wavzinkevicz Ribeiro,Bruno Jesus,Desportivo Aves,No,Liga NOS,Portugal,#97,4/22/1997,22,1.91,Defender ,right,NA,No,None,Brazil,No,CONMEBOL,0,0,100000,0,100000,,0,0,NA
Bruno Cesar Xavier Sislo,Bruno Xavier,Desportivo Aves,No,Liga NOS,Portugal,#8,11/27/1996,22,1.78,Midfielder ,left,NA,No,None,Brazil,No,CONMEBOL,0,0,100000,0,100000,43749,0,0,NA
Raphael Aflalo Lopes Martins,Raphael Aflalo,Desportivo Aves,No,Liga NOS,Portugal,#1,7/8/1996,23,1.90,Goalkeeper,,NA,No,None,Brazil,No,CONMEBOL,8,0,100000,0,100000,,0,0,NA
Portugal,Joao Goncalves,Boavista,No,Liga NOS,Portugal,#99,11/5/2000,19,1.88,Goalkeeper,right,Jorge Duarte ,Yes,Other,Portugal,Yes,UEFA,0,0,100000,0,100000,,0,0,NA
Luis Miguel Castelo Santos,Luis Santos,Boavista,No,Liga NOS,Portugal,#71,1/20/2000,19,1.59,Forward ,right,NA,No,Other,Portugal,Yes,UEFA,0,0,100000,0,100000,,0,0,NA
Rafael Garcia Tonioli Defendi,Rafael Defendi,Famalicao,No,Liga NOS,Portugal,#1,12/22/1983,35,1.91,Goalkeeper,,ULTRA SOCCER,Yes,None,Brazil,No,CONMEBOL,15,0,100000,0,800000,42052,4,0,NA
Samuel Lopes Robalo Pedro,Samuel Pedro,Boavista,No,Liga NOS,Portugal,#77,4/24/2001,18,,Forward ,right,NA,No,Other,Portugal,Yes,UEFA,0,0,100000,0,100000,,0,0,NA
Wellington Luis Farias Silva,Wellington Luis,Gil Vicente,No,Liga NOS,Portugal,#30,1/4/1995,24,,Goalkeeper,right,NA,No,None,Brazil,No,CONMEBOL,4,0,100000,0,100000,43749,0,0,NA
Luiz Carlos Martins Moreira,Luiz Carlos,Pacos Ferreira,No,Liga NOS,Portugal,#22,2/5/1985,34,1.75,Midfielder ,right,Footconect Fma,Yes,None,Brazil,No,CONMEBOL,0,0,100000,0,3500000,41696,5,0,NA
Simao Verza Bertelli,Simao Bertelli,Pacos Ferreira,No,Liga NOS,Portugal,#1,7/2/1993,26,1.87,Goalkeeper,right,WELT SPORTS,Yes,None,Brazil,No,CONMEBOL,2,0,100000,0,100000,,0,0,NA
Anderson de Oliveira da Silva,Anderson Oliveira,Portimonense,No,Liga NOS,Portugal,#17,7/16/1998,21,1.69,Midfielder ,right,NA,No,None,Brazil,No,CONMEBOL,0,0,100000,0,100000,,0,0,NA
Rodrigo Antonio Mathiola,Mathiola,Vitoria Setubal,No,Liga NOS,Portugal,#20,8/14/1997,22,,Midfielder ,right,NA,No,None,Brazil,No,CONMEBOL,0,0,100000,0,100000,,0,0,NA
Milton Raphael Guimaraes Pires,Milton Raphael,Vitoria Setubal,No,Liga NOS,Portugal,#12,5/11/1991,28,1.90,Goalkeeper,right,NA,No,None,Brazil,No,CONMEBOL,0,0,100000,0,500000,42155,4,3,NA
,Aldom Deuro,Cercle Brugge,No,Jupiler Pro League,Belgium,#6,12/20/2000,18,,Midfielder ,,NA,No,Other,Mali,No,CAF,0,0,100000,0,100000,,0,0,NA
,Andi Koshi,Cercle Brugge,No,Jupiler Pro League,Belgium,NA,2/17/2001,18,,Midfielder ,,Let's Play,Yes,Other,Belgium,Yes,UEFA,3,0,100000,0,100000,43313,0,2,NA
Zorhan Ludovic Bassong,Zorhan Bassong,Cercle Brugge,No,Jupiler Pro League,Belgium,#29,5/7/1999,20,1.79,Defender ,left,Agence 442,Yes,Other,Belgium,Yes,UEFA,0,0,100000,0,100000,43528,0,2,NA
,Ignace Van Der Brempt,Club Brugge,Yes,Jupiler Pro League,Belgium,#92,4/1/2002,17,,Defender ,,Agent is known - player under 18,Yes,Other,Belgium,Yes,UEFA,0,0,100000,0,100000,,0,1,NA
,Suently Alberto,Sparta R.,No,Eredivisie,Netherlands,NA,6/9/1996,23,1.88,Defender ,left,Premium Stars ...,Yes,None,Curacao,No,CONCACAF,5,0,100000,0,250000,42566,3,3,Achilles tendon problems: Return unknown
Joel Owen Latibeaudiere,Joel Latibeaudiere,FC Twente,No,Eredivisie,Netherlands,#19,1/6/2000,19,1.80,Defender ,right,FullNinety Sports ...,Yes,None,England,No,UEFA,1,0,100000,0,100000,,0,3,NA
Shinta Karl Appelkamp / ,Shinta Appelkamp,F. Dusseldorf,No,Bundesliga,Germany,#36,11/1/2000,19,1.75,Midfielder ,right,D+R Dahm Richter ...,Yes,Other,Japan,No,AFC,5,0,100000,0,100000,43739,0,1,In training camp with first team - cross-competition
,Fode Konate,Famalicao,No,Liga NOS,Portugal,#14,12/2/2000,18,1.72,Defender ,right,PLAYERSAGENCY,Yes,Other,Mali,No,CAF,0,0,100000,0,100000,,0,0,NA
Desevio Ilan Payne,Desevio Payne,FC Emmen,No,Eredivisie,Netherlands,#22,11/30/1995,23,1.82,Defender ,right,Relatives,Yes,Nike,United States,No,CONCACAF,0,0,100000,0,400000,42566,3,0,Unknown Injury: Return unknown
,Boubacar Traore,FC Metz,No,Ligue 1,France,#8,8/20/2001,18,1.83,Midfielder ,,forward management ...,Yes,Other,Mali,No,CAF,0,0,100000,350000,100000,,0,0,NA
,Federico Brancolini,Fiorentina,No,Serie A,Italy,#33,7/14/2001,18,1.92,Goalkeeper,right,BSA srl,Yes,Other,Italy,Yes,UEFA,6,0,100000,500000,100000,43633,0,6,NA
,Bo Breukers,Fortuna Sittard,No,Eredivisie,Netherlands,#26,5/20/1999,20,1.78,Midfielder ,right,NA,No,Other,Netherlands,Yes,UEFA,0,0,100000,0,100000,43636,0,0,NA
,Ismail Jakobs,1. FC Koln,No,Bundesliga,Germany,#17,8/17/1999,20,1.84,Defender ,both,SportsTotal,Yes,None,Germany,Yes,UEFA,0,0,100000,0,100000,43661,0,0,NA
,Florian Kastenmeier,F. Dusseldorf,No,Bundesliga,Germany,#33,6/28/1997,22,1.92,Goalkeeper,right,Signature - ISCM AG,Yes,None,Germany,Yes,UEFA,1,0,100000,0,100000,42968,0,0,NA
,Johannes Buhler,F. Dusseldorf,No,Bundesliga,Germany,#40,7/26/1997,22,1.81,Midfielder ,right,WINStar Management ,Yes,None,Germany,Yes,UEFA,0,0,100000,0,100000,43135,0,1,NA
,Ahmed Isaiah,Gil Vicente,No,Liga NOS,Portugal,#99,10/10/1995,24,1.76,Forward ,right,NA,No,Other,Nigeria,No,CAF,0,0,100000,0,100000,43749,0,0,NA
,Tim Wiesner,F. Dusseldorf,No,Bundesliga,Germany,#38,11/21/1996,23,1.92,Goalkeeper,both,ProSC,Yes,None,Germany,Yes,UEFA,56,0,100000,0,150000,42411,3,0,NA
Brian Rocha Araujo,Brian Araujo,Gil Vicente,No,Liga NOS,Portugal,#12,4/29/2000,19,,Goalkeeper,-,NA,No,Other,Portugal,Yes,UEFA,0,0,100000,0,100000,,0,0,NA
Juan Felipe Villa Ruiz,Juan Ruiz,Gil Vicente,No,Liga NOS,Portugal,#16,10/10/1999,20,,Midfielder ,,Footconect Fma,Yes,Other,Colombia,No,CONMEBOL,0,0,100000,0,100000,43749,0,0,NA
,Dimitrios Ioannidis,Fortuna Sittard,No,Eredivisie,Netherlands,#25,2/13/2000,19,1.80,Midfielder ,both,Pagliari & Minieri ...,Yes,None,Germany,No,UEFA,1,0,100000,0,100000,43727,0,0,NA
,Trevor Doornbusch,Heerenveen,No,Eredivisie,Netherlands,#24,7/6/1999,20,,Goalkeeper,,IN2-SPORTS,Yes,Other,Netherlands,Yes,UEFA,14,0,100000,0,100000,43377,0,2,NA
,Leon Bruggemeier,SC Paderborn,No,Bundesliga,Germany,#34,8/23/1997,22,1.92,Goalkeeper,both,ROGON U23,Yes,None,Germany,Yes,UEFA,9,0,100000,0,100000,43284,0,0,NA
,Alexander Stolz,TSG Hoffenheim,No,Bundesliga,Germany,#33,10/13/1983,36,1.89,Goalkeeper,right,Relatives,Yes,None,Germany,Yes,UEFA,3,0,100000,0,200000,39730,11,0,NA
,Niklas Klinger,VfL Wolfsburg,No,Bundesliga,Germany,#30,10/13/1995,24,1.87,Goalkeeper,right,TPWE GmbH,Yes,None,Germany,Yes,UEFA,3,0,100000,0,100000,43520,0,0,Hand Injury: Return unknown
,Tommaso Berni,Inter,Yes,Serie A,Italy,#46,3/6/1983,36,1.85,Goalkeeper,right,Reset Group Srl,Yes,Nike,Italy,Yes,UEFA,0,0,100000,1500000,1500000,38442,14,3,NA
,Roberto Pierno,Lecce,No,Serie A,Italy,#18,2/14/2001,18,1.80,Defender ,right,NA,No,Other,Italy,Yes,UEFA,1,0,100000,0,100000,,0,0,NA
,Riccardo Mastrilli,SPAL,No,Serie A,Italy,#98,5/30/1997,22,1.85,Defender ,left,NA,No,None,Italy,Yes,UEFA,0,0,100000,0,100000,43637,0,0,NA
,Mats van Kins,ADO Den Haag,No,Eredivisie,Netherlands,#28,12/17/1998,20,1.82,Midfielder ,left,Wasserman ...,Yes,None,Netherlands,Yes,UEFA,0,0,100000,0,100000,43117,0,0,NA
,Mike Hauptmeijer,PEC Zwolle,No,Eredivisie,Netherlands,#40,3/18/1997,22,1.90,Goalkeeper,,Eijkelkamp Pro ...,Yes,Other,Netherlands,Yes,UEFA,8,0,100000,0,100000,43117,0,0,NA
Fernando Medeiros da Silva,Fernando Medeiros,Portimonense,No,Liga NOS,Portugal,#96,2/10/1996,23,1.81,Midfielder ,left,firsteleven ISM,Yes,adidas,Brazil,No,CONMEBOL,0,0,100000,0,100000,42517,0,0,NA
Christopher Emanuel Mamengi,Christopher Mamengi,FC Utrecht,No,Eredivisie,Netherlands,#30,4/3/2001,18,1.82,Defender ,left,Prime SportBusiness,Yes,None,Netherlands,Yes,UEFA,2,0,100000,0,100000,43486,0,1,NA
Fernando David Cardozo Paniagua,Fernando Cardozo,Boavista,No,Liga NOS,Portugal,#21,2/8/2001,18,1.73,Midfielder ,right,La Squadra Sports - ...,Yes,None,Paraguay,No,CONMEBOL,0,0,100000,0,100000,,0,0,NA
Walter David Clar Fritz,Walter Clar,Boavista,No,Liga NOS,Portugal,#37,9/27/1994,25,1.77,Defender ,left,NA,No,None,Paraguay,No,CONMEBOL,0,0,100000,0,100000,,0,0,NA
,Lennerd Daneels,RKC Waalwijk,No,Eredivisie,Netherlands,#21,4/10/1998,21,1.72,Forward ,right,Muy Manero,Yes,Other,Belgium,No,UEFA,0,0,100000,0,100000,43486,0,7,NA
,Nando Nostlinger,RKC Waalwijk,No,Eredivisie,Netherlands,#18,1/15/1998,21,1.82,Midfielder ,right,NA,No,Other,Belgium,No,UEFA,2,0,100000,0,100000,,0,1,NA
Tiago Alexandre de Sousa Esgaio,Tiago Esgaio,Belenenses SAD,No,Liga NOS,Portugal,#13,8/1/1995,24,1.75,Midfielder ,right,Wimbi Foot,Yes,None,Portugal,Yes,UEFA,1,0,100000,0,100000,43749,0,0,NA
,Andrey Eshchenko,Spartak Moscow,No,Premier Liga,Russia,#38,2/9/1984,35,1.76,Defender ,right,Kick Unit Austria ...,Yes,Other,Russia,Yes,UEFA,0,0,100000,5600000,4000000,41287,6,14,NA
Helder Bafode Balde,Helder Balde,Desportivo Aves,No,Liga NOS,Portugal,#3,8/3/1998,21,1.96,Defender ,right,TF Tribe,Yes,None,Portugal,Yes,UEFA,0,0,100000,0,100000,43749,0,1,NA
,Ruben Geeraerts,Royal Antwerp,No,Jupiler Pro League,Belgium,#49,7/8/2001,18,,,,Connect Management,Yes,Other,Belgium,Yes,UEFA,0,0,100000,0,100000,,0,3,NA
,Malick Keita,RSC Charleroi,No,Jupiler Pro League,Belgium,#19,5/25/2001,18,,Midfielder ,-,NA,No,Other,Guinea,No,CAF,0,0,100000,0,100000,,0,0,NA
Marco Aurelio Ribeiro de Sousa,Marco Ribeiro,Pacos Ferreira,No,Liga NOS,Portugal,#23,1/29/1995,24,1.85,Goalkeeper,,PromoSport,Yes,None,Portugal,Yes,UEFA,0,0,100000,0,200000,42052,4,0,NA
Joao Paulo Marques Goncalves,Jota Goncalves,Tondela,No,Liga NOS,Portugal,#4,6/17/2000,19,1.86,Defender ,right,STV ,Yes,None,Portugal,Yes,UEFA,0,0,100000,0,100000,,0,0,NA
Ruben Miguel Valente Fonseca,Ruben Fonseca,Tondela,No,Liga NOS,Portugal,#29,2/24/2000,19,1.88,Forward ,right,STV ,Yes,None,Portugal,Yes,UEFA,0,0,100000,0,100000,,0,2,NA
,Alessandro Russo,Sassuolo,No,Serie A,Italy,#64,3/31/2001,18,1.93,Goalkeeper,right,NA,No,Other,Italy,Yes,UEFA,2,0,100000,0,100000,,0,7,NA
,Nikita Makarov,Rubin Kazan,No,Premier Liga,Russia,#59,1/2/2001,18,1.80,Midfielder ,right,NA,No,None,Russia,Yes,UEFA,0,0,100000,0,100000,42706,0,4,NA
,Mory Konate,Sint-Truiden,No,Jupiler Pro League,Belgium,#3,11/15/1993,26,1.91,Midfielder ,both,CES,Yes,Other,Guinea,No,CAF,1,0,100000,100000,100000,43661,0,0,Acromioclavicular Separation: Return unknown
,Khasan Mamtov,Tambov,No,Premier Liga,Russia,#9,4/28/1984,35,1.81,Forward ,right,ESA,Yes,None,Russia,Yes,UEFA,1,0,100000,0,300000,42731,3,0,NA
,Vladimir Sugrobov,Tambov,No,Premier Liga,Russia,#50,9/10/1996,23,1.86,Goalkeeper,right,Hawk Football,Yes,None,Russia,Yes,UEFA,4,0,100000,0,100000,43062,0,0,NA
Demba Thiam Ngagne,Demba Thiam,SPAL,No,Serie A,Italy,#22,3/9/1998,21,2.02,Goalkeeper,right,B&F Sporting sas ,Yes,Other,Senegal,No,CAF,0,0,100000,0,125000,43271,1,0,NA
Mouhamadou Fallou Mbacke Sarr,Mouhamadou Sarr,Bologna,No,Serie A,Italy,#97,1/5/1997,22,1.90,Goalkeeper,right,Francesco Romano,Yes,None,Senegal,No,CAF,0,0,100000,0,100000,43448,0,0,NA
,Hady Sangare,Standard Liege,No,Jupiler Pro League,Belgium,#37,11/15/1998,21,1.92,Defender ,right,NA,No,Other,Mali,No,CAF,3,0,100000,0,100000,,0,0,NA
,Joachim Carcela-Gonzalez,Standard Liege,No,Jupiler Pro League,Belgium,#32,12/16/1999,19,,,-,NA,No,Other,Belgium,Yes,UEFA,1,0,100000,0,100000,,0,0,NA
Pedro Jose Moreira Silva,Pedro Silva,Tondela,No,Liga NOS,Portugal,#24,2/13/1997,22,1.89,Goalkeeper,right,KSirius Football ...,Yes,Other,Portugal,Yes,UEFA,111,0,100000,0,650000,42916,2,0,NA
Miguel Aires Fernandes de Oliveira,Miguel Oliveira,Vit. Guimaraes,No,Liga NOS,Portugal,#36,5/25/1994,25,1.96,Goalkeeper,right,Proeleven Gestao ...,Yes,Other,Portugal,Yes,UEFA,0,0,100000,0,500000,43280,1,1,Meniscal Injury: Return unknown
,Baba Fernandes,Vitoria Setubal,No,Liga NOS,Portugal,#40,3/7/2000,19,,,,NA,No,Other,Portugal,Yes,UEFA,0,0,100000,0,100000,,0,0,NA
Joao Nuno Figueiredo Valido,Joao Valido,Vitoria Setubal,No,Liga NOS,Portugal,#1,3/3/2000,19,1.85,Goalkeeper,right,NA,No,Other,Portugal,Yes,UEFA,10,0,100000,0,100000,,0,1,NA
,Bram Verbong,VVV-Venlo,No,Eredivisie,Netherlands,#22,12/23/1999,19,1.86,Goalkeeper,,Sportconsult ...,Yes,Other,Netherlands,Yes,UEFA,13,0,100000,0,100000,43628,0,0,Unknown Injury: Return unknown
David Lennart Philipp,David Philipp,Werder Bremen,No,Bundesliga,Germany,#31,4/10/2000,19,1.80,Midfielder ,both,Sports United GmbH,Yes,Other,Germany,Yes,UEFA,5,0,100000,0,100000,,0,3,NA
Dylan James Ryan,Dylan Ryan,Willem II,No,Eredivisie,Netherlands,#32,6/10/2000,19,1.84,Defender ,left,Aspire Management,Yes,Other,Australia,No,AFC,2,0,100000,0,100000,43628,0,0,NA
,Jannes Van Hecke,Zulte Waregem,No,Jupiler Pro League,Belgium,#67,1/15/2002,17,1.75,Midfielder ,both,Agent is known - player under 18,Yes,Other,Belgium,Yes,UEFA,0,0,100000,0,100000,,0,0,NA
,Robbert de Vos,FC Emmen,No,Eredivisie,Netherlands,#32,5/26/1996,23,1.82,Midfielder ,right,NA,No,Other,Netherlands,Yes,UEFA,0,3,75000,0,75000,42893,0,2,NA
,Mike Havekotte,ADO Den Haag,No,Eredivisie,Netherlands,#18,9/12/1995,24,1.87,Goalkeeper,right,Key Sports ...,Yes,Other,Netherlands,Yes,UEFA,3,1,75000,0,75000,43263,0,3,NA
,Lorenzo van Kleef,ADO Den Haag,No,Eredivisie,Netherlands,#16,1/26/2001,18,,Midfielder ,,Key Sports ...,Yes,Other,Netherlands,Yes,UEFA,0,0,75000,0,75000,,0,8,NA
Lucas Martello Felippe Nascimento,Lucas Felippe,Hellas Verona,No,Serie A,Italy,#18,5/3/2000,19,1.78,Midfielder ,,SportsMaxi ...,Yes,Other,Brazil,No,CONMEBOL,1,0,75000,0,75000,,0,0,NA
Luka Dumancic,Luka Dumancic,Lecce,No,Serie A,Italy,#14,10/27/1998,21,1.92,Defender ,left,NA,No,None,Croatia,No,UEFA,0,0,75000,0,75000,43279,0,1,Unknown Injury: Return unknown
Jamie Michael Sterry,Jamie Sterry,Newcastle,No,Premier League,England,#42,11/21/1995,24,1.80,Defender ,right,Stellar Football Ltd,Yes,None,England,Yes,UEFA,1,0,75000,0,75000,,0,0,NA
Leon Sopic,Leon Sopic,FC Emmen,No,Eredivisie,Netherlands,#27,10/28/2000,19,1.93,Defender ,,NA,No,Other,Croatia,No,UEFA,1,0,75000,0,75000,,0,0,NA
Romano Ceciel Postema,Romano Postema,FC Groningen,No,Eredivisie,Netherlands,NA,2/7/2002,17,1.75,Forward ,right,NA,No,Other,Netherlands,Yes,UEFA,0,0,75000,0,75000,,0,1,NA
,Tapmahoe Sopacua,FC Groningen,No,Eredivisie,Netherlands,#28,5/4/2000,19,1.76,Defender ,,NA,No,Other,Netherlands,Yes,UEFA,0,0,75000,0,75000,,0,1,NA
,Thijs Dallinga,FC Groningen,No,Eredivisie,Netherlands,#27,8/3/2000,19,,Forward ,,Soccer Vision BV,Yes,Other,Netherlands,Yes,UEFA,2,0,75000,100000,75000,43678,0,2,NA
Ramiz Larbi Zerrouki,Ramiz Zerrouki,FC Twente,No,Eredivisie,Netherlands,#19,5/26/1998,21,1.83,Midfielder ,right,IN2-SPORTS,Yes,Other,Netherlands,Yes,UEFA,1,0,75000,0,75000,,0,0,NA
,Elber Evora,Feyenoord,No,Eredivisie,Netherlands,#31,12/2/1999,19,,Goalkeeper,,Supervision ...,Yes,Other,Cape Verde,No,CAF,3,0,75000,0,75000,,0,0,NA
,Said Bakari,RKC Waalwijk,No,Eredivisie,Netherlands,#28,9/22/1994,25,1.78,Forward ,right,Kita Sport,Yes,Other,Comoros,No,CAF,1,0,75000,0,100000,43160,1,2,NA
,Jacky Donkor,Fortuna Sittard,No,Eredivisie,Netherlands,#70,11/12/1998,21,1.76,Forward ,right,NA,No,Other,Belgium,No,UEFA,1,0,75000,0,75000,,0,0,NA
,Nassim el Ablak,Fortuna Sittard,No,Eredivisie,Netherlands,#24,1/7/2000,19,,Midfielder ,,Eden Sports Group,Yes,Other,Netherlands,Yes,UEFA,1,0,75000,0,75000,,0,0,NA
,Patrik Raitanen,Fortuna Sittard,No,Eredivisie,Netherlands,#29,6/13/2001,18,,Defender ,right,SFI,Yes,Other,Finland,No,UEFA,0,0,75000,0,75000,43727,0,1,NA
,Maarten Rieder,ADO Den Haag,No,Eredivisie,Netherlands,#21,9/29/1999,20,1.72,Midfielder ,right,Grand Stand,Yes,None,Germany,No,UEFA,0,0,75000,0,75000,,0,0,NA
,Niels Leemhuis,Heracles Almelo,No,Eredivisie,Netherlands,#27,9/28/1997,22,1.77,Midfielder ,,WSB Soccer,Yes,Other,Netherlands,Yes,UEFA,0,0,75000,0,75000,43263,0,0,NA
,Jarno Westerman,PEC Zwolle,No,Eredivisie,Netherlands,NA,6/8/2002,17,,,,Agent is known - player under 18,Yes,Other,Netherlands,Yes,UEFA,0,0,75000,0,75000,,0,0,NA
,Marco van Duin,FC Groningen,No,Eredivisie,Netherlands,#32,2/11/1987,32,1.90,Goalkeeper,right,WSB Soccer,Yes,None,Netherlands,Yes,UEFA,0,0,75000,0,200000,39978,10,0,NA
,Rowen Koot,Fortuna Sittard,No,Eredivisie,Netherlands,#27,7/20/1999,20,1.85,Goalkeeper,,NA,No,None,Netherlands,Yes,UEFA,7,0,75000,0,75000,43462,0,0,NA
,Jan Ras,Heerenveen,No,Eredivisie,Netherlands,#32,1/28/1999,20,,Midfielder ,-,NA,No,None,Netherlands,Yes,UEFA,0,0,75000,0,75000,,0,0,"Cruciate Ligament Rupture: Return expected on Jun 30, 2020"
,Stan van Dijck,VVV-Venlo,No,Eredivisie,Netherlands,#26,10/7/2000,19,1.95,Defender ,right,4449 ...,Yes,None,Netherlands,Yes,UEFA,0,0,75000,0,75000,43117,0,0,NA
,Mathieu Troonbeeckx,Sint-Truiden,No,Jupiler Pro League,Belgium,#27,2/16/1998,21,,,,NA,No,Other,Belgium,Yes,UEFA,0,0,75000,0,75000,43670,0,0,NA
,Aaron Bastiaans,VVV-Venlo,No,Eredivisie,Netherlands,#25,4/4/2002,17,1.84,Midfielder,,Agent is known - player under 18,Yes,Other,Netherlands,Yes,UEFA,1,0,75000,0,75000,,0,0,NA
,Joep Munsters,VVV-Venlo,No,Eredivisie,Netherlands,#30,3/29/2002,17,,,left,NA,No,Other,Netherlands,Yes,UEFA,0,0,75000,0,75000,,0,0,NA
,Paul Wienhoven,VVV-Venlo,No,Eredivisie,Netherlands,#29,2/18/2000,19,1.80,Midfielder ,,NA,No,Other,Netherlands,Yes,UEFA,1,0,75000,0,75000,,0,0,NA
